"42.0"
"54.0"
"48.0"
"81.0"
"50.0"
"21.0"
"5.0"
"10.0"
"17.0"
"10.0"
"3.0"
"4.0"
"1.0"
"6.0"
"2.0"
"11.0"
"15.0"
"29.0"
"61.0"
"40.0"
"55.0"
"44.0"
"58.0"
"20.0"
